"CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","SD01","SD02_01","SD08","SD08_01","DS01_01","DS01_02","DS01_03","DS01_04","DS01_05","DS01_07","DS01_06","MI01_01","MI02_01","MI03_01","MI03_02","MI04_03","MI05_01","MI05_02","MI07_01","MI09_01","MI10_01","MI14_02","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST03_01","ST03_02","ST03_03","ST03_04","ST03_05","ST03_06","ST03_07","ST03_08","ST04_01","ST04_02","ST04_03","ST04_04","ST04_05","ST04_06","ST04_07","UQ01","UQ01x01","UQ01x02","UQ01x03","UQ01x04","UQ01x05","PL01_01","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
353,,,"smartphone_EN","interview",2022-06-19 10:29:52,2,21,1,2,4,4,5,3,3,1,3,2,5,4,5,4,4,3,4,4,4,1,4,4,4,4,3,3,4,5,4,4,3,5,4,4,3,4,2,4,4,5,4,4,4,4,4,4,4,4,3,"How long does the battery last?","What are the speciments of the phone?","How big is the screen?",,,"5fe12f1a29db95b9ae5608a1",2,5,19,43,12,107,48,109,345,,2022-06-19 10:35:37,1,0,8,8,0,0,1.49,39
354,,,"smartphone_EN","interview",2022-06-19 10:30:19,2,36,1,2,4,4,4,3,3,1,5,3,3,4,4,2,4,4,3,4,3,1,2,5,3,4,3,5,5,5,3,5,2,3,5,1,1,4,1,4,4,5,5,5,5,5,3,5,4,3,5,"Which operating system?","Which brand?","How does the camera work?","How does it work with my existing devices?","What are the new features?","56b7a271e77ebe000bbeff49",2,8,18,20,19,44,26,34,171,,2022-06-19 10:33:10,1,0,8,8,0,0,1.7,41
355,,,"smartphone_EN","interview",2022-06-19 10:30:28,2,24,1,2,5,5,4,2,2,1,2,1,4,5,4,1,5,4,4,4,3,1,1,5,5,5,1,5,5,5,5,4,3,5,4,4,,4,,5,4,5,4,5,5,4,5,5,4,5,5,"Which smart phone has a decent battery life than my old phone?","Which smart phone do you recommend for longevity?","Which smart phone do most people buy as a standard?","Which smart phone has a good camera quality?","Which smart phone is under this price?","5d887b1cc004480001269f15",10,7,19,15,15,72,27,82,247,,2022-06-19 10:34:35,1,0,8,8,0,0,1.35,22
356,,,"smartphone_EN","interview",2022-06-19 10:31:29,1,29,1,2,5,4,5,3,2,1,4,1,5,4,1,4,5,4,4,5,3,1,1,5,5,4,4,5,5,5,5,4,2,4,4,4,4,5,2,5,4,5,4,5,5,5,5,5,3,5,4,"Which phone has the best camera quality","what is the space of that phone","how much does the phone cost","which brand is more affordable",,"603d3b75efab50b89decb2b4",60,25,340,54,162,108,62,41,492,,2022-06-19 10:45:41,1,0,8,8,0,0,0.46,0
357,,,"smartphone_EN","interview",2022-06-19 10:31:46,2,30,1,2,4,4,3,3,3,1,2,2,4,4,3,1,4,4,2,4,3,1,3,3,2,3,3,2,4,5,4,4,3,4,3,5,1,4,5,4,3,5,5,4,4,5,4,5,5,5,5,"How much storage capacity does this phone have?","Is this phone 5G compatable?","Does this phone have a notification LED light on it?","Does this phone have a dedicated 3.5mm head jack?","Does this phone support wireless quick charging?","5e1f7b2a4c9b832b34e7c9d3",10,11,25,21,26,122,28,31,274,,2022-06-19 10:36:20,1,0,8,8,0,0,1.09,7
358,,,"smartphone_EN","interview",2022-06-19 10:31:50,2,24,1,2,4,4,4,3,3,1,3,2,4,4,4,2,3,5,2,5,3,1,3,5,1,3,4,4,5,5,4,3,3,3,5,3,4,4,4,2,5,5,2,5,5,4,5,5,3,5,3,"Which smartphones have a good camera? I like to take 4K videos and photos, and need a phone with good specs.","Which phones have a lot of RAM? It's because I play games on the phone and multitask a lot, and don't want the smartphone to become sluggish and slow.","Which phones are the most durable? This is because if I accidently drop the phone, I don't want the body or the screen to break or shatter easily.",,,"60f7087bc553f03b66bfe864",33,57,72,55,94,366,106,92,875,,2022-06-19 10:46:25,1,0,8,8,0,0,0.33,0
359,,,"smartphone_EN","interview",2022-06-19 10:42:33,2,19,1,2,4,4,5,3,4,1,2,4,5,4,3,4,5,4,3,4,4,1,5,5,3,5,4,4,4,5,4,4,5,4,4,2,4,5,1,4,5,4,4,4,4,2,4,4,4,3,5,"What are the scecs of the phone","What type of ca.era does it have","How many colors does it come in","How much is the phone","Can you get it on contract","60c3477b32d6c68bbc48de95",26,13,36,13,26,78,34,33,259,,2022-06-19 10:46:52,1,0,8,8,0,0,1.06,9
360,,,"smartphone_EN","interview",2022-06-19 10:44:17,2,20,1,2,4,4,5,5,5,1,3,3,4,2,3,1,4,4,5,4,4,1,1,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,"What phones do you have that offer flagship features (Iphone 13/ Galaxy s22 etc) at a mid range price (Galaxy A series etc)? ","Do you have phones that are compatible with 5g connectivity<br>","Do you have phones that have long battery lives",,,"614f2dbd8a5fdf9347f1cd49",11,14,34,22,32,469,36,25,643,,2022-06-19 10:55:00,1,0,8,8,0,0,0.9,4
361,,,"smartphone_EN","interview",2022-06-19 10:45:15,2,43,1,2,5,4,4,2,3,1,3,2,4,3,4,1,5,4,5,5,4,1,2,5,5,5,4,5,5,5,3,4,4,4,5,3,4,4,5,5,3,5,4,5,5,5,5,5,3,4,5,"How long is the battery life?","How many pixels does the camera have?","What storage options are available?","Do you have any promotions or deals available with the phone?","Does the phone have wireless charging?","5c093a3f600aff0001d7002c",5,7,43,33,62,167,43,36,396,,2022-06-19 10:51:51,1,0,8,8,0,0,0.95,8
362,,,"smartphone_EN","interview",2022-06-19 10:46:09,2,60,1,2,5,5,5,2,2,1,2,1,4,5,2,1,5,5,5,5,5,1,4,5,2,4,1,5,5,5,4,4,2,4,5,1,2,5,3,5,5,5,5,5,5,5,5,5,5,5,3,"How long does the battery last","What are the camera specs ","What is the storage of this phone ",,,"60199b0a7384e30ddf3a7c55",7,18,66,48,62,122,55,47,425,,2022-06-19 10:53:14,1,0,8,8,0,0,0.69,1
363,,,"smartphone_EN","interview",2022-06-19 10:51:01,2,43,1,2,5,5,5,2,3,1,2,3,3,4,4,1,5,5,1,4,4,1,3,5,3,3,2,2,4,5,5,4,3,4,5,4,1,5,1,5,5,5,4,5,5,5,5,5,5,5,5,"Camera software any good?<br>","Battery size?","Android?","Size?","Weight?","5d43d8751e6eef00171decb2",13,10,28,31,49,45,58,59,293,,2022-06-19 10:55:54,1,0,8,8,0,0,0.96,9
364,,,"smartphone_EN","interview",2022-06-19 10:53:00,2,33,1,2,5,4,5,3,3,1,4,1,5,4,4,3,5,5,3,4,3,1,2,5,4,5,4,5,5,5,5,3,3,3,4,3,2,4,5,5,3,5,3,5,5,3,5,3,5,5,4,"How long is the battery life?","Which phones have the best camera? ","Which phone has the easiest user interface to use? ","How much is your cheapest phone?",,"611698d90c2a63481dd6bb34",117,10,29,21,24,49,29,34,204,,2022-06-19 10:58:13,1,0,8,8,0,0,1.12,12
